Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Wezwanie,1971,,Drama ,,,,"A young farm boy spends his days dreaming and making totem-pole like sculptures out of wood. His brother is a go-getter: studies agricultural engineering, comes back with diploma to marry the pretty girl next door. The dreamer graces puts his sculptures around, invoking anger of his father and ridicule of the peasants who find him useless. During the brother's wedding he sets his totems ablaze. He makes a pass at his new sister-in-law, but returns to his own reveries. In the end he hears a call to bring a log out of the marshes, but during the escapade sinks into the bog.",based on novel based on book ,60
Tuulevaikus,1971,,Drama ,,,,,based on novel ,60
Gola savest,1971,,Comedy ,,,,"The film is set in the 1930s. The honest and incorruptible ranger Grozdan is deeply indignant at the illegal felling of trees taking place with the connivance of the corrupt authorities. In his search of justice he passes through a maze of bureaucracy, indifference, lies and political red tape and miraculously escapes being sent to the prison. The film's final scenes are of a grotesque funeral procession burial of doomed, corrupt regime.",based on novel ,3060
Follow the Girls,1971,,Comedy Drama ,,,,,based on novel ,60
Santos Vega,1971,,Drama History Western ,,,,,gaucho argentina based on novel ,60
As Confissões de Frei Abóbora,1971,,Comedy ,,,,"Under an oppressive sun on the Xingu River, in the Brazilian Amazon, Frei Abóbora, feverish and delirious, recalls events from his life.",based on novel ,60
Haie an Bord,1971,,Musical Adventure Crime ,,,,"One day the dive instructor Fred Norman, who works at a jet-set resort on the Costa Smeralda, is approached by Andrea Jacobs. She is the girl-friend of the gangster Harry Lang. Some years ago, both have the cash of a transport robbery sink into the sea, to secure this stolen money for their fellow gangsters. Jacobs and Lang force Norman to assist them to appear the gold. There is tension on board of the fishing cutter, which attempts to discover the loot. Especially, when the operation appears to be much harder than expected. Furthermore, an ex-partner of both gangsters, Paul Barko, is trailing the trio.",based on novel actor shares first name with character ,60
Nympha,1971,,Crime Mystery Thriller ,,,,"Nympha is a young girl reared and morally sheltered by a hypocritically pious elder female relative. The girl's blind piety, however, is ripped apart by her sudden awareness of the sexually-charged environment and by her own first love affair. Eventually, she goes from man to man driven by her demonic desires. Her unwanted pregnancy finally leads to a gory, fatal abortion.",philippines giallo sleazy giallo giallo based on novel character name in title ,
Um Anjo Mau,1971,,Drama ,,,,"A poor and beautiful young woman living in the backwoods of the State of Minas Gerais, Brazil, is protected by a peasant.",based on novel ,60
On küçük seytan,1971,,Adventure Comedy Crime ,,,,,based on novel ,60
Anna Karenina,1971,,,,,,,based on novel character name in title ,
Bun-ryegi,1971,,,,,,"This is another film which deals with the suffering of women. Eldest daughter Bun-rye is deeply distressed after she is raped by Yong-pal. To make things worse, she is treated coldly by the impotent Young-chul who received Bun-rye as his second wife.",rediscovered film desperation gambler concubine madness 5 more ,60
Kardiogram,1971,,Drama ,,,,,based on novel ,60
Ave sin nido,1971,,Drama Romance ,,,,,based on novel ,120
Maksim Maksimych,1971,,,,,,,based on novel ,
La cravache,1971,,Drama ,,,,,two word title death of wife father son relationship discipline whip 10 more ,60
Krusheniye imperii,1971,,Drama History ,,,,,police officer saint petersburg russia train soldier meeting 13 more ,60
Mualla,1971,,Drama Romance ,,,,,f rated based on novel ,
Doroga na Ryubetsal,1971,,Drama War ,,,,,based on novel ,60
Ptitzi dolitat,1971,,Drama ,,,,"This is a film about harmonious relationship between children and birds. The little Gypsy boy Opri is fascinated by the wonderful world of birds. Intuitively he penetrates many of their secrets. In this way he makes friends with a group of ornithologists and particularly with Yanka, the daughter of one of them. In the friendship of two children one senses the beginnings of tenderness. Thus, Opri spends a fun-filled summer close to nature, finds his true vocation and become encouraged to deepen his knowledge of birds.",based on novel ,60
En toiu onna,1971,,Drama ,,,,"Set at the end of the feudal period. A woman spends most of her early life in prison, incarcerated by political opponents of her father. When she is released at the age of 44, the power struggles of her clan continue to disturb her life and the man whom she loves.",bare chested male jidai geki correspondence confinement independent film 1 more ,120
Rua Descalça,1971,,Drama ,,,,"Two wealthy brothers, Roberto and Ricardo, decide to go to a small town and live among poor people, dedicating themselves to charity and assistance. But Ricardo suddenly suffers a nervous breakdown and is taken to an asylum. Their lives leave strong impressions on young kid Pedrinho, who embraces charity as a way of life.",based on novel ,60
Der verlorene Engel,1971,,Biography Drama ,,,,"August 24, 1937: a day in the life of expressionist sculptor and author Ernst Barlach. Barlach lives in the small town of Güstrow, keeping to himself, not interested in politics. One day he learns that the Nazis have dragged his famous 1927 sculpture ""The Hovering Angel"" - which bears the features of German artist Käthe Kollwitz - out of the Güstrow Cathedral. Barlach begins to reflect on his life of ""inner emigration"" and on his work, which has been either confiscated or denounced as ""degenerate art"" by the Nazis. Although he realizes active opposition is needed, he no longer has the strength. In 1966, this film was banned by East German/DDR officials, who considered it ""mystical,"" with ""existentialist interpretations of art and power."" It was released in a shortened version only in 1971.",based on novel ,3420
Synovya ukhodyat v boy,1971,,Drama War ,,,,,nazi occupied soviet union great patriotic war nazi soldier police underground 9 more ,60
O Salário da Morte,1971,,Drama ,,,,"In a city in the Brazilian northeastern backwoods, the political chief is assassinated by a professional gunman. From there, the city begins to live the climate of the event. The killer, concealed by important people, is hidden in the house of a humble family. Time passes and the gunslinger leaves his hiding place, being killed soon after. Also the family that hid the criminal is assassinated, as well as the judge who was conducting the investigation of the murder of the political chief.",based on novel ,60
Akcja Brutus,1971,,Action Drama ,,,,"Undercover agent working for the State Security infiltrates the guerrilla fighters, who continue the struggle against communist authorities after the end of the war.",based on novel ,60
Tjærehandleren,1971,,Drama ,,,,"In Sandemose's psychological drama, Audun Hamre is a respectable tar trader to the public eye. Behind the scenes he earns his living from deceiving women who wants to marry, stealing their fortune and committing crimes even more severe.",adultery death of child based on novel ,60
Ieder van ons,1971,,,,,,"Depicts the ensuing discussion of world reform, revolution, pacifism and society on the spot. This engaging and well-argumented manifesto - a philosophical battle of words which deals mercilessly with modern consumer society.",based on novel ,60
Ana Terra,1971,,Drama ,,,,"Family of gauchos suffer repeated attacks from bandits. After saving the life of a semi-Indian, they decide to shelter him in their own family. But he falls in love with Ana Terra, the patriarch's daughter, giving rise to tragical events.",based on novel ,60
Man on a False Flight,1971,,Crime Drama Thriller ,,,,,chance meeting cardiopulmonary resuscitation missing person mistaken identity coincidence 15 more ,60
Traição Inverosímil,1971,,Drama ,,,,,twin mother in law daughter in law relationship marriage husband wife relationship family relationships 3 more ,60
Khutorok v stepi,1971,,Adventure ,,,,,bolshevik underground odessa ukraine ukraine year 1912 3 more ,60
Tronka,1971,,Drama ,,,,,death of husband wife husband sheep steppe 3 more ,60
MASH,1970,R,Comedy Drama War ,"3,500,000 (estimated)","81,600,000","81,600,000","The personnel at the 4077 MASH unit deal with the horrors of the Korean War and the stresses faced in surgery by whatever means. The tone at the MASH is established by recent arrivals, surgeons Captains 'Hawkeye' Pierce, 'Duke' Forrest, and 'Trapper' John McIntyre - the latter who Hawkeye knows he's met somewhere, but Trapper who won't divulge where - whose antics can be best described as non-regulation, and in the negative words of one of their fellow MASH-ers, unmilitary. The unit's commanding officer, Colonel Henry Blake, doesn't care about this behavior as long as it doesn't affect him, and as long as they do their job and do it well, which they do. Their behavior does extremely bother fellow surgeon, Major Frank Burns, and recently arrived head nurse, Major Margaret Houlihan, who obtains the nickname 'Hot Lips' based on information they glean about her through underhanded means. Beyond their battles with Frank and Hot Lips, Hawkeye, Duke and/or Trapper help unit dentist Painless with a personal crisis, try to figure out if Hot Lips is a true blond, travel to Japan for a work and what they hope is a recreational trip, and hope to win big on a football bet against another unit in which they on the surface are the underdogs.",surgeon nurse satire black comedy irreverence 110 more ,60
